<=30 Private 9-10 Married-civ-spouse Sales Wife White Female >0 0 <40 United-States <=50K 
31-42 Private 9-10 Never-married Machine-op-inspct Own-child White Female 0 0 40 United-States <=50K 
>=43 Private <=8 Married-civ-spouse Handlers-cleaners Husband White Male 0 0 >40 United-States <=50K 
>=43 Self-emp-inc 9-10 Married-civ-spouse Sales Husband White Male 0 0 >40 United-States <=50K 
>=43 Local-gov >=11 Married-civ-spouse Craft-repair Husband Black Male 0 0 40 United-States >50K 
>=43 Private 9-10 Married-civ-spouse Sales Husband White Male 0 0 >40 United-States <=50K 
<=30 Private 9-10 Never-married Craft-repair Not-in-family White Male 0 0 >40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Own-child White Female 0 0 40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Exec-managerial Husband White Male 0 0 >40 United-States <=50K 
<=30 Private >=11 Never-married Exec-managerial Own-child Black Male 0 0 40 Others <=50K 
<=30 State-gov >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 >40 United-States >50K 
<=30 Private 9-10 Never-married Other-service Own-child Black Male 0 0 <40 United-States <=50K 
>=43 Private >=11 Married-civ-spouse Exec-managerial Wife White Female 0 0 40 United-States >50K 
<=30 Private 9-10 Never-married Adm-clerical Own-child White Female 0 >0 <40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Adm-clerical Husband White Male 0 0 40 United-States >50K 
31-42 ? 9-10 Married-civ-spouse ? Husband White Male 0 0 40 United-States <=50K 
31-42 Private 9-10 Divorced Craft-repair Not-in-family White Male 0 0 40 United-States <=50K 
<=30 Private >=11 Never-married Sales Not-in-family White Female 0 0 >40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Not-in-family White Female 0 >0 40 United-States <=50K 
31-42 Self-emp-not-inc 9-10 Married-civ-spouse Craft-repair Husband White Male >0 0 <40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Sales Husband White Male 0 0 >40 United-States <=50K 
>=43 Private >=11 Divorced Tech-support Not-in-family Black Female 0 0 <40 United-States <=50K 
31-42 Federal-gov >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 40 Others >50K 
>=43 Self-emp-not-inc 9-10 Married-civ-spouse Craft-repair Husband White Male 0 0 >40 United-States <=50K 
<=30 Private >=11 Married-civ-spouse Adm-clerical Wife White Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Sales Own-child White Male 0 0 <40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander Male 0 0 40 United-States >50K 
>=43 Self-emp-inc 9-10 Married-civ-spouse Craft-repair Husband White Male 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Sales Own-child White Female 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Own-child White Male 0 0 <40 Others <=50K 
>=43 Private >=11 Never-married Prof-specialty Not-in-family White Female 0 >0 40 United-States >50K 
>=43 Private 9-10 Never-married Tech-support Other-relative White Male 0 0 40 United-States <=50K 
31-42 Private 9-10 Never-married Transport-moving Unmarried Black Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Married-civ-spouse Other-service Husband White Male 0 0 <40 United-States <=50K 
31-42 Private 9-10 Widowed Other-service Unmarried White Female 0 0 <40 United-States <=50K 
>=43 Private <=8 Married-civ-spouse Craft-repair Husband White Male 0 >0 40 United-States <=50K 
>=43 ? 9-10 Divorced ? Not-in-family White Female 0 0 40 United-States <=50K 
>=43 Local-gov 9-10 Divorced Adm-clerical Unmarried White Female 0 0 <40 Others <=50K 
31-42 Private 9-10 Never-married Adm-clerical Not-in-family White Female 0 0 40 United-States <=50K 
31-42 Private >=11 Never-married Exec-managerial Other-relative Asian-Pac-Islander Female 0 0 40 Others <=50K 
<=30 Private 9-10 Never-married Craft-repair Own-child White Male 0 0 <40 United-States <=50K 
>=43 ? 9-10 Divorced ? Not-in-family White Male 0 0 >40 United-States >50K 
>=43 Private 9-10 Married-civ-spouse Craft-repair Husband White Male 0 0 >40 United-States <=50K 
<=30 Private >=11 Never-married Handlers-cleaners Not-in-family White Male 0 0 40 United-States <=50K 
>=43 Self-emp-not-inc 9-10 Separated Sales Unmarried Black Male 0 >0 <40 United-States <=50K 
<=30 Private 9-10 Divorced Craft-repair Not-in-family White Male 0 0 >40 United-States <=50K 
31-42 Private >=11 Separated Other-service Other-relative Black Male 0 0 >40 United-States <=50K 
>=43 ? <=8 Divorced ? Not-in-family White Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Unmarried White Female 0 0 40 United-States <=50K 
>=43 Self-emp-inc >=11 Divorced Exec-managerial Unmarried Asian-Pac-Islander Female 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Exec-managerial Not-in-family Asian-Pac-Islander Female 0 0 40 Others <=50K 
>=43 Self-emp-not-inc >=11 Married-civ-spouse Sales Husband White Male 0 0 40 United-States >50K 
31-42 Private 9-10 Divorced Other-service Unmarried White Female 0 0 40 Others <=50K 
31-42 Federal-gov >=11 Never-married Exec-managerial Not-in-family White Male 0 0 >40 United-States <=50K 
>=43 State-gov >=11 Widowed Protective-serv Unmarried White Male 0 0 40 United-States <=50K 
<=30 Private <=8 Never-married Handlers-cleaners Own-child White Male 0 0 <40 United-States <=50K 
>=43 Local-gov >=11 Widowed Prof-specialty Not-in-family White Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Not-in-family White Male 0 >0 40 United-States <=50K 
<=30 State-gov 9-10 Married-civ-spouse Protective-serv Husband White Male 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Sales Husband White Male 0 >0 40 United-States >50K 
<=30 Private >=11 Never-married Craft-repair Not-in-family White Male 0 0 >40 United-States <=50K 
<=30 State-gov >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 40 United-States >50K 
<=30 Private 9-10 Married-spouse-absent Sales Unmarried White Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Craft-repair Own-child Black Male 0 0 40 United-States <=50K 
31-42 Private 9-10 Never-married Handlers-cleaners Not-in-family Black Male 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Other-service Own-child White Male 0 0 <40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 >40 United-States <=50K 
>=43 Local-gov 9-10 Married-civ-spouse Exec-managerial Husband Black Male 0 0 <40 United-States >50K 
>=43 Private 9-10 Divorced Adm-clerical Not-in-family White Female 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Craft-repair Not-in-family Black Male 0 0 >40 United-States <=50K 
31-42 Private <=8 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 40 Others >50K 
31-42 Federal-gov 9-10 Married-civ-spouse Adm-clerical Husband White Male 0 0 >40 United-States >50K 
31-42 Private 9-10 Married-civ-spouse Adm-clerical Husband Black Male 0 0 40 United-States <=50K 
31-42 Self-emp-not-inc >=11 Divorced Exec-managerial Not-in-family White Female 0 0 40 United-States <=50K 
>=43 ? >=11 Divorced ? Not-in-family White Female 0 0 >40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Wife White Female 0 0 >40 United-States <=50K 
>=43 State-gov >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 <40 United-States >50K 
31-42 Private 9-10 Divorced Machine-op-inspct Not-in-family Black Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 40 United-States <=50K 
31-42 Local-gov >=11 Married-civ-spouse Craft-repair Husband Black Male 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Tech-support Husband White Male 0 0 >40 United-States <=50K 
31-42 Federal-gov >=11 Married-civ-spouse Tech-support Husband White Male 0 0 <40 United-States <=50K 
<=30 Private <=8 Married-civ-spouse Transport-moving Other-relative White Male 0 0 40 Others <=50K 
31-42 Private 9-10 Divorced Craft-repair Not-in-family White Male 0 0 40 United-States <=50K 
31-42 Federal-gov >=11 Never-married Exec-managerial Not-in-family White Female >0 0 >40 United-States >50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Other-relative White Male >0 0 40 United-States >50K 
<=30 Self-emp-not-inc 9-10 Never-married Sales Not-in-family White Male 0 0 40 United-States <=50K 
<=30 Private >=11 Never-married Prof-specialty Not-in-family White Female 0 >0 40 United-States <=50K 
<=30 ? 9-10 Never-married ? Own-child White Male 0 0 40 Others <=50K 
>=43 Private >=11 Married-civ-spouse Exec-managerial Husband White Male 0 0 >40 United-States >50K 
31-42 Local-gov 9-10 Never-married Prof-specialty Not-in-family White Female 0 >0 40 United-States <=50K 
31-42 State-gov 9-10 Divorced Adm-clerical Unmarried White Female 0 0 <40 United-States <=50K 
<=30 Private <=8 Never-married Sales Own-child White Female 0 0 40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Other-service Husband Black Male >0 0 <40 United-States >50K 
31-42 Private 9-10 Divorced Craft-repair Not-in-family White Male 0 0 >40 United-States <=50K 
>=43 Self-emp-inc 9-10 Married-civ-spouse Sales Wife White Female >0 0 <40 United-States >50K 
<=30 Private <=8 Never-married Sales Own-child White Female 0 0 <40 United-States <=50K 
>=43 Local-gov 9-10 Married-civ-spouse Transport-moving Husband Black Male 0 0 40 United-States <=50K 
31-42 Private 9-10 Married-civ-spouse Craft-repair Husband White Male 0 0 40 United-States >50K 
31-42 Private 9-10 Never-married Sales Not-in-family Amer-Indian-Eskimo Female 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Craft-repair Husband Asian-Pac-Islander Male 0 0 40 United-States <=50K 
>=43 Self-emp-inc <=8 Married-civ-spouse Machine-op-inspct Husband White Male 0 0 40 United-States >50K 
31-42 Private >=11 Never-married Exec-managerial Not-in-family Black Male 0 0 >40 United-States >50K 
>=43 Private >=11 Divorced Sales Not-in-family White Female 0 0 40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Sales Husband White Male 0 0 >40 Others <=50K 
>=43 Private >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 >40 United-States <=50K 
<=30 Private <=8 Never-married Craft-repair Not-in-family White Male 0 0 40 United-States <=50K 
31-42 Private 9-10 Married-civ-spouse Handlers-cleaners Husband White Male 0 0 40 United-States <=50K 
>=43 ? <=8 Divorced ? Not-in-family White Male 0 0 40 United-States <=50K 
>=43 Private 9-10 Never-married Other-service Not-in-family Black Male 0 >0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Adm-clerical Husband Black Male 0 0 <40 United-States <=50K 
>=43 Local-gov <=8 Never-married Machine-op-inspct Not-in-family White Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Sales Own-child White Female 0 0 40 United-States <=50K 
>=43 ? <=8 Divorced ? Not-in-family Amer-Indian-Eskimo Female 0 0 <40 United-States <=50K 
>=43 Self-emp-not-inc 9-10 Married-civ-spouse Farming-fishing Husband White Male >0 0 >40 United-States <=50K 
>=43 Private >=11 Widowed Adm-clerical Not-in-family White Female 0 0 <40 Others <=50K 
>=43 Private 9-10 Divorced Adm-clerical Not-in-family White Female 0 0 40 United-States <=50K 
31-42 Private <=8 Separated Transport-moving Not-in-family Black Male >0 0 40 United-States <=50K 
31-42 Private 9-10 Divorced Sales Unmarried Black Female 0 0 <40 United-States <=50K 
<=30 Private 9-10 Never-married Adm-clerical Not-in-family White Male 0 0 >40 United-States <=50K 
31-42 Private 9-10 Divorced Craft-repair Other-relative Other Female 0 0 40 United-States <=50K 
<=30 Private >=11 Never-married Prof-specialty Not-in-family White Male 0 0 >40 United-States >50K 
>=43 State-gov 9-10 Married-civ-spouse Other-service Husband White Male 0 0 40 United-States <=50K 
31-42 State-gov 9-10 Never-married Adm-clerical Not-in-family White Female 0 0 <40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Exec-managerial Husband White Male 0 0 >40 Others >50K 
31-42 Local-gov >=11 Married-civ-spouse Exec-managerial Husband White Male 0 0 >40 United-States >50K 
<=30 Private 9-10 Never-married Transport-moving Own-child White Male 0 0 40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 40 United-States >50K 
31-42 Self-emp-not-inc 9-10 Married-civ-spouse Other-service Wife White Female 0 0 <40 United-States <=50K 
<=30 State-gov >=11 Married-civ-spouse Protective-serv Husband White Male 0 0 >40 United-States <=50K 
<=30 ? 9-10 Never-married ? Own-child White Male 0 0 <40 United-States <=50K 
31-42 Private 9-10 Divorced Craft-repair Not-in-family White Male 0 >0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Adm-clerical Husband White Male 0 0 <40 Others <=50K 
>=43 Private 9-10 Married-civ-spouse Adm-clerical Husband White Male 0 0 >40 United-States >50K 
31-42 Private 9-10 Never-married Other-service Not-in-family White Female 0 0 <40 United-States <=50K 
31-42 Private >=11 Married-civ-spouse Tech-support Husband White Male 0 >0 >40 United-States >50K 
>=43 Private 9-10 Married-civ-spouse Adm-clerical Husband White Male 0 0 40 Others <=50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Wife White Female 0 0 40 United-States >50K 
31-42 Private >=11 Married-civ-spouse Adm-clerical Wife Black Female 0 0 40 United-States <=50K 
>=43 Local-gov <=8 Widowed Other-service Unmarried Black Female 0 0 <40 United-States <=50K 
<=30 Local-gov 9-10 Never-married Adm-clerical Own-child White Male 0 0 40 United-States <=50K 
>=43 Private 9-10 Never-married Transport-moving Not-in-family White Male 0 0 <40 United-States <=50K 
31-42 Self-emp-not-inc 9-10 Married-civ-spouse Farming-fishing Husband Asian-Pac-Islander Male 0 0 40 Others >50K 
<=30 Private 9-10 Never-married Other-service Own-child White Female 0 0 40 United-States <=50K 
31-42 Private 9-10 Separated Other-service Not-in-family White Female 0 0 <40 United-States <=50K 
>=43 Private >=11 Widowed Exec-managerial Not-in-family White Female 0 0 >40 United-States <=50K 
>=43 Private <=8 Divorced Craft-repair Not-in-family White Male 0 0 40 United-States <=50K 
31-42 Private >=11 Divorced Prof-specialty Own-child White Female 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Sales Husband White Male 0 0 >40 United-States <=50K 
<=30 Private <=8 Never-married Other-service Own-child White Male 0 0 <40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Sales Husband White Male >0 0 40 United-States <=50K 
<=30 Private <=8 Married-civ-spouse Craft-repair Husband White Male 0 0 40 United-States <=50K 
31-42 Self-emp-inc 9-10 Married-civ-spouse Exec-managerial Husband Asian-Pac-Islander Male 0 0 >40 Others >50K 
<=30 ? 9-10 Never-married ? Own-child White Male 0 0 <40 Others <=50K 
>=43 Private 9-10 Married-civ-spouse Exec-managerial Husband White Male 0 0 40 United-States >50K 
31-42 Private >=11 Never-married Prof-specialty Not-in-family White Female 0 0 >40 United-States <=50K 
31-42 Private 9-10 Married-civ-spouse Craft-repair Wife White Female 0 0 40 United-States >50K 
>=43 Private 9-10 Married-civ-spouse Exec-managerial Husband White Male 0 0 40 United-States >50K 
<=30 Private <=8 Never-married Other-service Own-child White Male >0 0 <40 United-States <=50K 
>=43 Self-emp-not-inc >=11 Married-civ-spouse Farming-fishing Husband White Male >0 0 >40 United-States <=50K 
<=30 Local-gov >=11 Never-married Prof-specialty Own-child White Male 0 0 <40 United-States <=50K 
<=30 Private 9-10 Divorced Prof-specialty Own-child White Female 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Handlers-cleaners Husband Black Male 0 0 40 United-States <=50K 
>=43 Private 9-10 Married-civ-spouse Craft-repair Husband White Male >0 0 40 United-States >50K 
31-42 Private 9-10 Never-married Exec-managerial Not-in-family White Female 0 0 40 United-States <=50K 
<=30 Private 9-10 Never-married Tech-support Own-child White Female 0 0 40 United-States <=50K 
<=30 Private 9-10 Married-civ-spouse Machine-op-inspct Wife White Female >0 0 >40 United-States >50K 
<=30 Private >=11 Never-married Prof-specialty Not-in-family White Female 0 0 <40 Others <=50K 
31-42 Local-gov 9-10 Married-civ-spouse Craft-repair Husband White Male >0 0 40 United-States >50K 
31-42 Private >=11 Divorced Sales Unmarried Black Female 0 0 >40 United-States <=50K 
>=43 Private >=11 Divorced Prof-specialty Not-in-family White Female 0 0 >40 United-States <=50K 
<=30 Private 9-10 Never-married Handlers-cleaners Own-child White Male 0 0 40 United-States <=50K 
>=43 Federal-gov >=11 Married-civ-spouse Sales Husband White Male >0 0 40 United-States >50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 >40 United-States >50K 
>=43 Private 9-10 Divorced Other-service Not-in-family White Male 0 0 >40 United-States <=50K 
<=30 Private >=11 Never-married Exec-managerial Not-in-family White Female 0 0 40 United-States <=50K 
>=43 Private <=8 Married-civ-spouse Craft-repair Husband White Male 0 0 40 Others <=50K 
31-42 Private >=11 Married-civ-spouse Prof-specialty Husband White Male 0 0 >40 United-States <=50K 
